"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL388756";"";"None";"426.51";"0";"1.20";"19";"CS(=O)(=O)c1ccc([C@H]2O[C@@H](CO)C[C@]2(O)c2ccc(S(C)(=O)=O)cc2)cc1";"IC50";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1036638";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154444";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"10.0"
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"9 (Rofecoxib)";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL768753";"In vitro inhibitory activity against recombinant human Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136373";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"500.0"
"CHEMBL321597";"";"None";"409.46";"0";"3.76";"3c";"CC1(C)OC(=O)C(Oc2ccc3ccccc3n2)=C1c1ccc(S(C)(=O)=O)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"13.49";"0.26";"1.76";"6.69";"0";"CHEMBL665706";"Inhibition of COX-1 in U-937 (human lymphoma) cell microsomes.";"B";"BAO_0000251";"microsome format";"None";"None";"None";"U-937";"Microsome";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131878";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308006";"";"";"";"3.0"
"CHEMBL320273";"";"None";"360.39";"0";"2.01";"3f";"CC1(C)OC(=O)C(Oc2cnccn2)=C1c1ccc(S(C)(=O)=O)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL665706";"Inhibition of COX-1 in U-937 (human lymphoma) cell microsomes.";"B";"BAO_0000251";"microsome format";"None";"None";"None";"U-937";"Microsome";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131878";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308006";"";"";"";"10.0"
"CHEMBL1164539";"";"None";"390.89";"0";"2.38";"16";"CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCNC1.Cl";"IC50";"'='";"24400.0";"nM";"4.61";"";"";"UO_0000065";"13.01";"0.25";"2.23";"6.77";"0";"CHEMBL1168967";"Inhibition of COX1 in human whole blood assessed as inhibition of 12-hydroxyheptadecatrienoic acid production by HPLC method";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165918";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"24.4"
"CHEMBL1163223";"";"None";"673.25";"2";"5.72";"39";"COc1ccc2c(c1)c1c(n2Cc2ccc(S(C)(=O)=O)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1168967";"Inhibition of COX1 in human whole blood assessed as inhibition of 12-hydroxyheptadecatrienoic acid production by HPLC method";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165918";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";""
"CHEMBL126810";"";"None";"376.38";"0";"3.96";"10";"Cc1cc(=O)c(-c2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772918";"Inhibition concentration against cyclooxygenase-1 (COX-1) in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149180";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"100.0"
"CHEMBL393127";"";"None";"430.89";"0";"3.27";"40";"COc1ccc2c(c1)c(CC(=O)NOCCCO)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'<'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL901401";"Inhibition of COX1 in human whole blood assessed as effect on A23187-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"0.3"
"CHEMBL359787";"";"None";"367.41";"0";"3.61";"13";"CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833051";"Inhibition of human cyclooxygenase-1 expressed in COS cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"100000.0"
"CHEMBL314297";"";"None";"360.43";"0";"4.85";"53";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3F)CC3(CC3)C2)cc1";"IC50";"'='";"740.0";"nM";"6.13";"";"";"UO_0000065";"17.01";"0.33";"1.28";"17.96";"0";"CHEMBL763485";"Inhibitory activity against prostaglandin G/H synthase 1 (COX-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129290";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"0.74"
"CHEMBL54619";"";"None";"360.38";"0";"3.65";"21p";"Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)nc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768749";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"100.0"
"CHEMBL54327";"";"None";"393.84";"0";"4.91";"21l";"Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"12.14";"0.25";"-0.13";"7.95";"0";"CHEMBL768749";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"16.5"
"CHEMBL274811";"";"None";"348.51";"0";"4.00";"37";"CC(C)(C)c1cc(C(=O)C[S+]([O-])CC2CC2)cc2c1OCC2(C)C";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"13.48";"0.27";"0.70";"9.52";"0";"CHEMBL767827";"Concentration (in uM) to inhibit 50% of Prostaglandin G/H synthase 1 (COX-1) and is expressed in IC50.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131314";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"20.0"
"CHEMBL303891";"";"None";"316.36";"0";"3.29";"4";"CS(=O)(=O)c1ccc(-c2[nH]ncc2-c2ccc(F)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL665899";"In vitro inhibitory concentration against human COX-1 (Cyclooxygenase-1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151520";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"100.0"
"CHEMBL36542";"";"None";"350.44";"0";"3.35";"13";"COc1cc(-c2oc(C)nc2C2CCCCC2)ccc1S(N)(=O)=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768752";"Inhibition of human purified Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135906";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"100.0"
"CHEMBL228127";"";"None";"258.32";"0";"3.19";"15";"COc1cc(CCc2ccccc2O)cc(OC)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL914258";"Inhibition of COX1 by radioimmunoassay method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139892";"1";"Scientific Literature";"J Nat Prod";"2007";"None";"";"";"";""
"CHEMBL225463";"";"None";"448.50";"0";"4.25";"10q";"CS(=O)(=O)c1ccc(-n2nc(COc3ccc4c(c3)OCO4)cc2-c2ccccc2)cc1";"IC50";"'='";"15810.0";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL919559";"Inhibition of COX1 expressed in CHO cells assessed as inhibition of arachidonic acid-stimulated PGE2 production by enzyme immunoassay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149247";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308072";"";"";"";"15.81"
"CHEMBL373514";"";"None";"489.60";"0";"4.36";"10n";"CS(=O)(=O)c1ccc(-n2nc(COc3cccc(N4CCOCC4)c3)cc2-c2ccccc2)cc1";"IC50";"'='";"38080.0";"nM";"4.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL919559";"Inhibition of COX1 expressed in CHO cells assessed as inhibition of arachidonic acid-stimulated PGE2 production by enzyme immunoassay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149247";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308072";"";"";"";"38.08"
"CHEMBL376711";"";"None";"447.49";"0";"4.53";"10m";"CS(=O)(=O)c1ccc(-n2nc(COc3cc(F)cc(C#N)c3)cc2-c2ccccc2)cc1";"IC50";"'='";"99560.0";"nM";"4.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL919559";"Inhibition of COX1 expressed in CHO cells assessed as inhibition of arachidonic acid-stimulated PGE2 production by enzyme immunoassay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149247";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308072";"";"";"";"99.56"
"CHEMBL278336";"";"None";"336.41";"0";"3.26";"24";"CS(=O)(=O)c1ccc(C2=C(C#Cc3ccccc3)C(=O)CC2)cc1";"IC50";"'='";"710.0";"nM";"6.15";"";"";"UO_0000065";"18.28";"0.35";"2.89";"12.01";"0";"CHEMBL769638";"In vitro potency against human Prostaglandin G/H synthase 1 in U937 microsomes. ";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132626";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.71"
"CHEMBL109177";"";"None";"358.42";"0";"3.22";"5a";"CC1(C)OC(=O)C(Oc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL664788";"In vitro inhibitory potency against human COX-1 in stably transfected chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132677";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"50.0"
"CHEMBL37481";"";"None";"352.43";"0";"3.74";"21a";"CCc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"12.28";"0.25";"0.59";"5.02";"0";"CHEMBL768752";"Inhibition of human purified Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135906";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"47.0"
"CHEMBL294650";"";"None";"376.45";"1";"5.72";"36";"CS(=O)(=O)c1ccc(-c2cc3ccccc3cc2-c2ccc(F)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768749";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"100.0"
"CHEMBL237205";"";"None";"524.94";"1";"2.13";"14";"Cc1c(CC(=O)NCCCO[N+](=O)[O-])c2cc(OS(N)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL901401";"Inhibition of COX1 in human whole blood assessed as effect on A23187-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL287909";"";"None";"342.42";"0";"2.34";"12";"CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)OC2";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"17.19";"0.38";"3.55";"6.90";"0";"CHEMBL772923";"Inhibition of Prostaglandin G/H synthase 1 activity in U937 microsomal assay";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132512";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"1.3"
"CHEMBL269732";"TACROLIMUS ANHYDROUS";"4.0";"804.03";"2";"4.64";"TACROLIMUS";"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL437";"SULFATHIAZOLE";"4.0";"255.32";"0";"1.53";"SULFATHIAZOLE";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";"";"";"Not Active";""
"CHEMBL13623";"";"None";"314.47";"1";"5.42";"2";"CC(C)(C)c1cc(C(=O)CCCC2CC2)cc2c1OCC2(C)C";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"16.39";"0.31";"-0.27";"19.60";"1";"CHEMBL767828";"Inhibition of Prostaglandin G/H synthase 1 (COX-1).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131303";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"7.0"
"CHEMBL118081";"";"None";"376.87";"0";"3.91";"10y";"COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768746";"In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"U-937";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308006";"";"";"";"10.0"
"CHEMBL347187";"";"None";"276.72";"0";"3.11";"2i";"COc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL763481";"Inhibitory activity against human prostaglandin G/H synthase 1 in platelet-rich plasma measured by the presence of thromboxane A2";"B";"BAO_0000366";"cell-free format";"None";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10.0"
"CHEMBL3355613";"";"None";"295.66";"0";"3.44";"S-6g";"[2H]C([2H])([2H])c1cc(Cl)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3387960";"Inhibition of human recombinant COX1 pre-incubated for 15 mins before fluorometric substrate addition by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351875";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";"";"100.0"
"CHEMBL17111";"";"None";"465.62";"1";"6.98";"27";"CC(C)(C)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL664166";"Inhibition of human cyclooxygenase-1 (hCOX-1) enzyme.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"100.0"
"CHEMBL1275921";"FLUORO LOXOPROFEN";"None";"286.28";"0";"2.93";"4a";"CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1F.[Na+]";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"17.48";"0.33";"1.69";"8.50";"1";"CHEMBL1816060";"Inhibition of human whole blood COX-1 assessed as production of TXB2 after 24 hrs by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811892";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"24.0"
"CHEMBL355771";"";"None";"342.44";"0";"4.57";"18";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C3CCC2C3)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768829";"Inhibitory activity against human recombinant Prostaglandin G/H synthase 1 expressed in microsomes taken from baculovirus infected Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"Microsomes";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128908";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"CHEMBL3308860";"";"";"";"50.0"
"CHEMBL290608";"";"None";"366.44";"1";"5.01";"V";"CCN(CC)OC(=O)c1ccc(-n2c(C)ccc2-c2ccc(F)cc2)cc1";"IC50";"";"";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL768747";"In vitro inhibitory activity against human Prostaglandin G/H synthase 1; Active";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130038";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";""
"CHEMBL118064";"";"None";"333.80";"0";"2.84";"51b";"NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"15.86";"0.33";"2.45";"6.79";"0";"CHEMBL768746";"In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"U-937";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308006";"";"";"";"5.1"
"CHEMBL110396";"";"None";"371.42";"0";"2.51";"61";"CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL763301";"Inhibitory activity against Prostaglandin G/H synthase 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133620";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"100.0"
"CHEMBL292607";"";"None";"359.40";"0";"4.41";"20p";"Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768749";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"100.0"
"CHEMBL1916967";"";"None";"481.46";"0";"1.60";"21";"O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(F)cc2)n1";"IC50";"'='";"40300.0";"nM";"4.39";"";"";"UO_0000065";"9.13";"0.19";"2.79";"3.15";"0";"CHEMBL1918779";"Inhibition of COX1 by chemiluminescent enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914339";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"40.3"
"CHEMBL1916970";"";"None";"473.53";"0";"1.94";"24";"Cc1ccc(S(=O)(=O)NC(=O)c2cccc(C(=O)NS(=O)(=O)c3ccc(C)cc3)n2)cc1";"IC50";"'='";"39800.0";"nM";"4.40";"";"";"UO_0000065";"9.29";"0.19";"2.46";"3.16";"0";"CHEMBL1918779";"Inhibition of COX1 by chemiluminescent enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Prostaglandin G/H synthase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914339";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"39.8"
